cluster,docId,document title
Cluster-2,DX1901590774,Our friend V. R. CARLOSS to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901061630,THE RIDDLE TOURNAMENT
Cluster-2,DX1901062465,THE RIDDLE TOURNAMENT
Cluster-2,DX1901060032,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901054785,RIDDLE TOURNAMENT
Cluster-2,DX1901070368,RIDDLE TOURNAMENT
Cluster-2,DX1901055527,RIDDLE TOURNAMENT
Cluster-2,DX1901061203,RIDDLE TOURNAMENT
Cluster-2,AOSLJC753097891,The Riddler
Cluster-2,DX1901053810,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901059462,RIDDLE TOURNAMENT
Cluster-2,DX1901068564,RIDDLE TOURNAMENT
Cluster-2,DX1901053668,Our friend WOODENT CHERLIKETERNOE to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901064408,RIDDLE TOURNAMENT
Cluster-2,DX1901590057,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901062038,THE RIDDLE TOURNAMENT
Cluster-2,DX1901504261,PUZZLES
Cluster-2,DX1901060300,Our friend BROWN-EYES to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901589139,Our friend F. M. TEBBS to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901589181,Our friend J. WILKINSON to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901058893,RIDDLE TOURNAMENT
Cluster-2,DX1901062562,THE RIDDLE TOURNAMENT
Cluster-2,DX1901590908,Our friend the BLACK PRINCE to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901065569,RIDDLE TOURNAMENT
Cluster-2,DX1901061981,THE RIDDLE TOURNAMENT
Cluster-2,DX1901590108,Our friend SPKRANZA to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,FAVQPG808675255,The Riddler
Cluster-2,DX1901590704,RIDDLE TOURNAMENT
Cluster-2,DX1901591353,Our friend FRED. TAYLOR to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901061297,RIDDLE TOURNAMENT
Cluster-2,DX1901057478,RIDDLE TOURNAMENT
Cluster-2,YXHHJY132930498,The Riddler
Cluster-2,DX1901062714,THE RIDDLE TOURNAMENT
Cluster-2,DX1901063688,RIDDLE TOURNAMENT
Cluster-2,DX1901068876,RIDDLE TOURNAMENT
Cluster-2,DX1901720212,PUZZLES
Cluster-2,DX1901071007,RIDDLE TOURNAMENT
Cluster-2,DX1901069053,RIDDLE TOURNAMENT
Cluster-2,HZYNKD748571684,The Riddler
Cluster-2,DX1901066765,RIDDLE TOURNAMENT
Cluster-2,DX1901057095,RIDDLE TOURNAMENT
Cluster-2,DX1901058872,RIDDLE TOURNAMENT
Cluster-2,DX1901057888,RIDDLE TOURNAMENT
Cluster-2,DX1901052606,PUZZLEDOM
Cluster-2,DX1901875821,Our friend J. CHARLES to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901590613,Our friend LOTTIE W. to-day takes the lead in RIDDLE TOURNAMENT
Cluster-2,DX1901068296,RIDDLE TOURNAMENT
Cluster-2,DX1901269724,Our friend J. G. LUMSDEN to-day takes the lead the RIDDLE TOURNAMENT
Cluster-2,DX1901054686,RIDDLE TOURNAMENT
Cluster-2,DX1901064479,RIDDLE TOURNAMENT
Cluster-2,DX1901686180,PUZZLE PAGES
Cluster-2,DX1901055929,RIDDLE TOURNAMENT
Cluster-2,DX1901054242,Our friend F.W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901064179,RIDDLE TOURNAMENT
Cluster-2,DX1901269922,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901071933,RIDDLE TOURNAMENT
Cluster-2,DX1901060157,Our friend CHILD OF THE SUN to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901068034,RIDDLE TOURNAMENT
Cluster-2,DX1901069662,RIDDLE TOURNAMENT
Cluster-2,DX1901065241,RIDDLE TOURNAMENT
Cluster-2,DX1901061926,THE RIDDLE TOURNAMENT
Cluster-2,DX1901588987,Our friend FANNY ROWLANDS to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901875922,RIDDLE TOURNAMENT
Cluster-2,DX1901054521,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901053880,Our friend WOODENT CHERLIKETERNOE to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901269995,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901591052,Our friend HARRY LYNN to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901053614,Our friend P. ZITFOE to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901057120,RIDDLE TOURNAMENT
Cluster-2,DLTWQQ033499870,The Riddler
Cluster-2,IVYXTX752326172,Prize Enigmatical Pastimes
Cluster-2,DX1901060640,RIDDLE TOURNAMENT
Cluster-2,DX1901063488,RIDDLE TOURNAMENT
Cluster-2,DX1901059959,RIDDLE TOURNAMENT
Cluster-2,DX1901068695,RIDDLE TOURNAMENT
Cluster-2,DX1901507170,PUZZLES
Cluster-2,DX1901589299,Our friend P. CREGAN to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901073025,RIDDLE TOURNAMENT
Cluster-2,DX1901060381,Our friend W. KELLY to-day takes the lead in the RIDDLE TOURNAMENT
Cluster-2,DX1901066813,RIDDLE TOURNAMENT
